SG_PARTIDO,DS_GASTO_NIVEL1,VR_GASTO
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,4500
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,4500
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2000
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2000
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2000
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2000
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2000
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2000
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,4500
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,5000
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,5000
PSDB,MATERIAL DE CONSUMO,575
PSDB,EVENTOS PROMOCIONAIS,5500
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,8530.21
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,10000
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,80
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,1700
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,271.5
PSDB,MATERIAL DE CONSUMO,2850
PSDB,TRANSPORTES E VIAGENS,1599.16
PSDB,TRANSPORTES E VIAGENS,2645
PSDB,TRANSPORTES E VIAGENS,634.84
PSDB,TRANSPORTES E VIAGENS,7653.85
PSDB,TRANSPORTES E VIAGENS,238.1
PSDB,DESPESAS JUDICIAIS,514.42
PSDB,PESSOAL,43.23
PSDB,PESSOAL,160.24
PSDB,DESPESAS JUDICIAIS,508.66
PSDB,PESSOAL,130.12
PSDB,PESSOAL,1008.59
PSDB,PESSOAL,46104.22
PSDB,PESSOAL,1492.58
PSDB,PESSOAL,1053.09
PSDB,PESSOAL,1054.55
PSDB,PESSOAL,2190.06
PSDB,PESSOAL,2242.22
PSDB,PESSOAL,2261.95
PSDB,DESPESAS JUDICIAIS,250
PSDB,PESSOAL,7042.18
PSDB,TRANSPORTES E VIAGENS,837.36
PSDB,TRANSPORTES E VIAGENS,1668.7
PSDB,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,10200
PSDB,MATERIAL DE CONSUMO,96.95
PSDB,PUBLICAÇÕES,480
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,550
PSDB,EVENTOS PROMOCIONAIS,2728
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,1200.95
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,2307.22
PSDB,MATERIAL DE CONSUMO,295.65
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,350
PSDB,PRODUÇÃO DE AUDIOVISUAIS,1750
PSDB,TRANSPORTES E VIAGENS,350
PSDB,CÓPIAS, ENCADERNAÇÕES E SERVIÇOS SIMILARES,1250
PSDB,EVENTOS PROMOCIONAIS,4000
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,4000
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,480
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,1500
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,4000
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,1500
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,5400
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,5349.11
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,4000
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,5349.11
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,4000
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,180
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,300
PSDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,85
PSDB,ÁGUA E ESGOTO,433.26
PSDB,ENERGIA ELÉTRICA,421.47
PSDB,ENERGIA ELÉTRICA,545.75
PSDB,ÁGUA E ESGOTO,292.62
PSDB,ENERGIA ELÉTRICA,445.19
PSDB,ENERGIA ELÉTRICA,381.34
PSDB,TRANSPORTES E VIAGENS,578.86
PSDB,TRANSPORTES E VIAGENS,1130.51
PSDB,TRANSPORTES E VIAGENS,989.93
PSDB,TRANSPORTES E VIAGENS,1086.8
PSDB,ÁGUA E ESGOTO,316.06
PSDB,TRANSPORTES E VIAGENS,1088.04
PSDB,TRANSPORTES E VIAGENS,2599.87
PSDB,SERVIÇOS POSTAIS,121.8
PSDB,SERVIÇOS POSTAIS,60.9
PSDB,SERVIÇOS POSTAIS,146.9
PSDB,SERVIÇOS POSTAIS,131.6
PSDB,SERVIÇOS POSTAIS,131.6
PSDB,TRANSPORTES E VIAGENS,451
PSDB,PESSOAL,32544.22
PSDB,PESSOAL,2379.89
PSDB,ALUGUÉIS E CONDOMÍNIOS,3600
PSDB,PESSOAL,505.49
PSDB,PESSOAL,35
PSDB,PESSOAL,35
PSDB,PESSOAL,35
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2626.77
PSDB,ALUGUÉIS E CONDOMÍNIOS,6800
PSDB,ALUGUÉIS E CONDOMÍNIOS,12000
PSDB,ALUGUÉIS E CONDOMÍNIOS,6800
PSDB,ALUGUÉIS E CONDOMÍNIOS,6800
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2626.77
PSDB,PESSOAL,2429.74
PSDB,ALUGUÉIS E CONDOMÍNIOS,12000
PSDB,PESSOAL,2429.74
PSDB,ALUGUÉIS E CONDOMÍNIOS,10000
PSDB,PESSOAL,5836.5
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2626.77
PSDB,ALUGUÉIS E CONDOMÍNIOS,10000
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2626.77
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2626.77
PSDB,PESSOAL,5836.5
PSDB,PESSOAL,2429.74
PSDB,ALUGUÉIS E CONDOMÍNIOS,3600
PSDB,ALUGUÉIS E CONDOMÍNIOS,6800
PSDB,PESSOAL,2415.39
PSDB,ALUGUÉIS E CONDOMÍNIOS,12000
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2626.77
PSDB,PESSOAL,1558.87
PSDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2626.77
PSDB,ALUGUÉIS E CONDOMÍNIOS,12000
PSDB,PESSOAL,3715.59
PSDB,PESSOAL,1558.87
PSDB,PESSOAL,2650.58
PSDB,PESSOAL,2873.74
PSDB,PESSOAL,1516.48
PSDB,PESSOAL,199.91
PSDB,ALUGUÉIS E CONDOMÍNIOS,3600
PSDB,ALUGUÉIS E CONDOMÍNIOS,6800
PSDB,ALUGUÉIS E CONDOMÍNIOS,6800
PSDB,PESSOAL,2650.58
PSDB,PESSOAL,2873.74
PSDB,PESSOAL,2650.58
PSDB,PESSOAL,2600.58
PSDB,PESSOAL,1558.87
PSDB,PESSOAL,2873.74
PSDB,PESSOAL,2048.38
PSDB,PESSOAL,1516.48
PSDB,PESSOAL,1558.87
PSDB,PESSOAL,2650.58
PSDB,DESPESAS FINANCEIRAS,42
PSDB,DESPESAS FINANCEIRAS,36.5
PSDB,DESPESAS FINANCEIRAS,42
PSDB,DESPESAS FINANCEIRAS,42
PSDB,DESPESAS FINANCEIRAS,42
PSDB,DESPESAS FINANCEIRAS,42
PSDB,DESPESAS FINANCEIRAS,42
PSDB,DESPESAS FINANCEIRAS,0.35
PSDB,DESPESAS FINANCEIRAS,18.99
PSDB,DESPESAS FINANCEIRAS,99
PSDB,DESPESAS FINANCEIRAS,99
PSDB,DESPESAS FINANCEIRAS,49
PSDB,DESPESAS FINANCEIRAS,99
PSDB,DESPESAS FINANCEIRAS,15.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,49
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS JUDICIAIS,1081.85
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,79
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,17.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,EVENTOS PROMOCIONAIS,800
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,8.65
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,8.65
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,DESPESAS FINANCEIRAS,9.5
PSDB,TELECOMUNICAÇÕES E INTERNET,2168.5
PSDB,TELECOMUNICAÇÕES E INTERNET,1982.87
PSDB,TELECOMUNICAÇÕES E INTERNET,2101.93
PSDB,TELECOMUNICAÇÕES E INTERNET,1953.89
PSDB,TELECOMUNICAÇÕES E INTERNET,1691.75
PSDB,TELECOMUNICAÇÕES E INTERNET,1706.61
PSDB,TELECOMUNICAÇÕES E INTERNET,1876
PSDB,TELECOMUNICAÇÕES E INTERNET,1766.72
PSDB,TELECOMUNICAÇÕES E INTERNET,2358.9
PSDB,DESPESAS JUDICIAIS,435.99
PSDB,DESPESAS JUDICIAIS,435.99
PSDB,DESPESAS JUDICIAIS,435.99
PSDB,DESPESAS JUDICIAIS,500.12
PSDB,DESPESAS JUDICIAIS,1077.09
PSDB,DESPESAS JUDICIAIS,438.48
PSDB,DESPESAS JUDICIAIS,439.74
PSDB,DESPESAS JUDICIAIS,1310.98
PSDB,DESPESAS JUDICIAIS,440.97
PSDB,DESPESAS JUDICIAIS,1323.62
PSDB,DESPESAS JUDICIAIS,1330.19
PSDB,DESPESAS JUDICIAIS,505.41
PSDB,DESPESAS JUDICIAIS,508.25
PSDB,DESPESAS JUDICIAIS,1337.1
PSDB,DESPESAS JUDICIAIS,505.83
PSDB,PESSOAL,1618.16
PSDB,SERVIÇOS POSTAIS,56.3
PSDB,PESSOAL,1495.79
PSDB,PESSOAL,1549.11
PSDB,PESSOAL,43.23
PSDB,PESSOAL,1129.3
PSDB,DESPESAS JUDICIAIS,508.66
PSDB,DESPESAS JUDICIAIS,443.43
PSDB,PESSOAL,43.23
PSDB,PESSOAL,212.47
PSDB,PESSOAL,190.38
PSDB,DESPESAS JUDICIAIS,7610.08
PSDB,PESSOAL,186.57
PSDB,PESSOAL,43.23
PSDB,PESSOAL,43.23
PSDB,PESSOAL,707.48
PSDB,DESPESAS JUDICIAIS,448.46
PSDB,DESPESAS FINANCEIRAS,49
PSDB,PESSOAL,694.39
PSDB,DESPESAS JUDICIAIS,443.43
PSDB,PESSOAL,122.45
PSDB,PESSOAL,90.52
PSDB,PESSOAL,873.08
PSDB,PESSOAL,100.38
PSDB,PESSOAL,968.24
PSDB,PESSOAL,1523.03
PSDB,PESSOAL,1891.79
PSDB,PESSOAL,1033.49
PSDB,PESSOAL,2159.2
PSDB,PESSOAL,2179.71
PSDB,PESSOAL,2200.22
PSDB,PESSOAL,2210.38
PSDB,PESSOAL,2220.54
PSDB,PESSOAL,2231.09
PSDB,PESSOAL,2251.4
PSDB,PESSOAL,7178.46
PSDB,TELECOMUNICAÇÕES E INTERNET,229.86
PT,PESSOAL,320.21
PT,ALUGUÉIS E CONDOMÍNIOS,1000
PT,MATERIAL DE CONSUMO,700
PT,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,260
PT,MATERIAL DE CONSUMO,195
PT,MATERIAL DE CONSUMO,1145
PT,MATERIAL DE CONSUMO,163.8
PT,MATERIAL DE CONSUMO,1523.6
PT,TRANSPORTES E VIAGENS,558.6
PT,OUTRAS DESPESAS GERAIS,170
PT,MATERIAL DE CONSUMO,50
PT,LANCHES E REFEIÇÕES,2683.95
PT,MATERIAL DE CONSUMO,723.07
PT,TRANSPORTES E VIAGENS,20
PT,MATERIAL DE CONSUMO,218
PT,MATERIAL DE CONSUMO,130
PT,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,269.58
PT,LANCHES E REFEIÇÕES,81.8
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1000
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1000
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1000
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1000
PT,MATERIAL DE CONSUMO,450
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1000
PT,OUTROS ORDINÁRIAS,180
PT,MATERIAL DE CONSUMO,240
PT,RÃDIO E TELEVISÃƒO,6860
PT,RÃDIO E TELEVISÃƒO,6860
PT,PRODUÇÃO DE AUDIOVISUAIS,6860
PT,PRODUÇÃO DE AUDIOVISUAIS,2940
PT,MATERIAL DE CONSUMO,44
PT,MATERIAL DE CONSUMO,33.6
PT,MATERIAL DE CONSUMO,206
PT,MATERIAL DE CONSUMO,10
PT,TRANSPORTES E VIAGENS,263.4
PT,EVENTOS PROMOCIONAIS,50.33
PT,PROPAGANDA E PUBLICIDADE,8960
PT,MATERIAL DE CONSUMO,1677.5
PT,MATERIAL DE CONSUMO,333
PT,MATERIAL DE CONSUMO,1272
PT,MATERIAL DE CONSUMO,1818.75
PT,TRANSPORTES E VIAGENS,1992.41
PT,TRANSPORTES E VIAGENS,897.63
PT,TRANSPORTES E VIAGENS,449
PT,TRANSPORTES E VIAGENS,672.75
PT,TRANSPORTES E VIAGENS,673.5
PT,TRANSPORTES E VIAGENS,1617.29
PT,TRANSPORTES E VIAGENS,2064.32
PT,TRANSPORTES E VIAGENS,1040.66
PT,MATERIAL DE CONSUMO,15
PT,LANCHES E REFEIÇÕES,29.21
PT,LANCHES E REFEIÇÕES,162.64
PT,MATERIAL DE CONSUMO,294.06
PT,MATERIAL DE CONSUMO,18
PT,LANCHES E REFEIÇÕES,168
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,315
PT,MATERIAL DE CONSUMO,100
PT,TRANSPORTES E VIAGENS,30
PT,MATERIAL DE CONSUMO,16.5
PT,TRANSPORTES E VIAGENS,50
PT,TRANSPORTES E VIAGENS,50
PT,LANCHES E REFEIÇÕES,372
PT,TRANSPORTES E VIAGENS,70
PT,LANCHES E REFEIÇÕES,254
PT,LANCHES E REFEIÇÕES,51.3
PT,MATERIAL DE CONSUMO,127.55
PT,MATERIAL DE CONSUMO,267.9
PT,LANCHES E REFEIÇÕES,385.3
PT,MATERIAL DE CONSUMO,569
PT,MATERIAL DE CONSUMO,120
PT,MATERIAL DE CONSUMO,16.02
PT,EVENTOS PROMOCIONAIS,44.5
PT,LANCHES E REFEIÇÕES,25.11
PT,LANCHES E REFEIÇÕES,33.25
PT,MATERIAL DE CONSUMO,30
PT,MATERIAL DE CONSUMO,21
PT,LANCHES E REFEIÇÕES,7
PT,TRANSPORTES E VIAGENS,147.97
PT,MATERIAL DE CONSUMO,129.02
PT,MATERIAL DE CONSUMO,180
PT,MATERIAL DE CONSUMO,11.74
PT,LANCHES E REFEIÇÕES,13.12
PT,TRANSPORTES E VIAGENS,198.11
PT,TRANSPORTES E VIAGENS,100
PT,MATERIAL DE CONSUMO,81.43
PT,TRANSPORTES E VIAGENS,23
PT,TRANSPORTES E VIAGENS,122.7
PT,TRANSPORTES E VIAGENS,169.1
PT,MATERIAL DE CONSUMO,53.43
PT,MATERIAL DE CONSUMO,134.78
PT,MATERIAL DE CONSUMO,108.7
PT,TRANSPORTES E VIAGENS,80
PT,PUBLICAÇÕES,400
PT,MATERIAL DE CONSUMO,6.21
PT,TRANSPORTES E VIAGENS,50
PT,LANCHES E REFEIÇÕES,10.5
PT,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,16.8
PT,LANCHES E REFEIÇÕES,56.37
PT,ENERGIA ELÉTRICA,23.21
PT,MATERIAL DE CONSUMO,60
PT,MATERIAL DE CONSUMO,8.5
PT,MATERIAL DE CONSUMO,53
PT,MATERIAL DE CONSUMO,23.9
PT,MATERIAL DE CONSUMO,1.7
PT,MATERIAL DE CONSUMO,5.5
PT,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,7.25
PT,MATERIAL DE CONSUMO,11.8
PT,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,50
PT,MATERIAL DE CONSUMO,50
PT,MATERIAL DE CONSUMO,34.95
PT,MATERIAL DE CONSUMO,8.5
PT,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,5
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1500
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,400
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,600
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,800
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,480
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,450
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1700
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,360
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1000
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,360
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1000
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,500
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,180
PT,ALUGUÉIS E CONDOMÍNIOS,1000
PT,ALUGUÉIS E CONDOMÍNIOS,1000
PT,ALUGUÉIS E CONDOMÍNIOS,1700
PT,ATIVO PERMANENTE,100000
PT,LANCHES E REFEIÇÕES,258
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1000
PT,MATERIAL DE CONSUMO,210
PT,MATERIAL DE CONSUMO,70
PT,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,218
PT,RÃDIO E TELEVISÃƒO,3840
PT,TRANSPORTES E VIAGENS,2400
PT,TRANSPORTES E VIAGENS,600
PT,MATERIAL DE CONSUMO,20
PT,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,199.66
PT,MATERIAL DE CONSUMO,323.4
PT,MATERIAL DE CONSUMO,1066
PT,LANCHES E REFEIÇÕES,54.44
PT,TRANSPORTES E VIAGENS,1147.73
PT,LANCHES E REFEIÇÕES,25.12
PT,MATERIAL DE CONSUMO,79.5
PT,MATERIAL DE CONSUMO,55.9
PT,LANCHES E REFEIÇÕES,55
PT,MATERIAL DE CONSUMO,350
PT,MATERIAL DE CONSUMO,2627.94
PT,MATERIAL DE CONSUMO,127.78
PT,MATERIAL DE CONSUMO,646.5
PT,MATERIAL DE CONSUMO,419.9
PT,MATERIAL DE CONSUMO,761
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,900
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,870
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,800
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,700
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,800
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,960
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1240
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,870
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,200
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,2000
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,2000
PT,TRANSPORTES E VIAGENS,2075
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,3500
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1100
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,400
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,320
PT,MATERIAL DE CONSUMO,220
PT,MATERIAL DE CONSUMO,100
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,2300
PT,PROPAGANDA E PUBLICIDADE,800
PT,EVENTOS PROMOCIONAIS,80
PT,EVENTOS PROMOCIONAIS,600
PT,MATERIAL DE CONSUMO,64
PT,EVENTOS PROMOCIONAIS,700
PT,MATERIAL DE CONSUMO,800
PT,SEGURANÇA E VIGILÃ‚NCIA,126.19
PT,SEGURANÇA E VIGILÃ‚NCIA,199.24
PT,MATERIAL DE CONSUMO,825
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,200
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,360
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,700
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,360
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,970
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1000
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,400
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,970
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1700
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1500
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1700
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1700
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,970
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1200
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,970
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1500
PT,MATERIAL DE CONSUMO,146
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,135
PT,MATERIAL DE CONSUMO,174
PT,MATERIAL DE CONSUMO,15
PT,MATERIAL DE CONSUMO,338
PT,MATERIAL DE CONSUMO,433.94
PT,MATERIAL DE CONSUMO,459.86
PT,TRANSPORTES E VIAGENS,120
PT,LANCHES E REFEIÇÕES,14.4
PT,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,39.15
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1000
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1000
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1000
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1000
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1000
PT,MATERIAL DE CONSUMO,245
PT,MATERIAL DE CONSUMO,180
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1000
PT,LANCHES E REFEIÇÕES,440
PT,RÃDIO E TELEVISÃƒO,7417
PT,PROPAGANDA E PUBLICIDADE,3178
PT,PROPAGANDA E PUBLICIDADE,2940
PT,PRODUÇÃO DE AUDIOVISUAIS,2940
PT,MATERIAL DE CONSUMO,1000
PT,PRODUÇÃO DE AUDIOVISUAIS,33000
PT,RÃDIO E TELEVISÃƒO,6860
PT,RÃDIO E TELEVISÃƒO,2940
PT,TRANSPORTES E VIAGENS,250
PT,TRANSPORTES E VIAGENS,600
PT,LANCHES E REFEIÇÕES,53.89
PT,MATERIAL DE CONSUMO,48
PT,LANCHES E REFEIÇÕES,365
PT,MATERIAL DE CONSUMO,50.4
PT,LANCHES E REFEIÇÕES,80
PT,LANCHES E REFEIÇÕES,91.45
PT,ATIVO PERMANENTE,2180
PT,MATERIAL DE CONSUMO,120
PT,MATERIAL DE CONSUMO,200
PT,MATERIAL DE CONSUMO,195
PT,MATERIAL DE CONSUMO,156.31
PT,MATERIAL DE CONSUMO,483.51
PT,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,151.6
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,500
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,850
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1500
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1200
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1500
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1700
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1200
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1200
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1700
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,700
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,900
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,954
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,5000
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,5000
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1500
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,5000
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1500
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1000
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,2000
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,2000
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1100
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,2000
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,2500
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,2000
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1500
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,3500
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1500
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,3500
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,2000
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,1500
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,3500
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,2500
PT,SERVIÇOS TÉCNICO-PROFISSIONAIS,2500
